OPEN,HIGH,LOW,CLOSE,CHG,DATE
98.32,98.355,98.19,98.355,0.2150000000000034,2018-07-11
98.305,98.34,98.23,98.26,-0.045000000000001705,2018-07-12
98.295,98.555,98.295,98.495,0.23499999999999943,2018-07-13
98.615,98.675,98.515,98.545,0.060000000000002274,2018-07-16
98.545,98.62,98.53,98.54,0.015000000000000568,2018-07-17
98.6,98.64,98.58,98.62,0.060000000000002274,2018-07-18
98.495,98.81,98.445,98.81,0.2049999999999983,2018-07-19
98.84,98.965,98.405,98.415,-0.35999999999999943,2018-07-20
98.33,98.47,98.33,98.405,-0.03999999999999204,2018-07-23
98.255,98.305,98.195,98.24,-0.16500000000000625,2018-07-24
98.265,98.3,98.23,98.295,0.030000000000001137,2018-07-25
98.245,98.48,98.22,98.365,0.08499999999999375,2018-07-26
98.42,98.5,98.38,98.5,0.12000000000000455,2018-07-27
98.45,98.56,98.45,98.525,0.07500000000000284,2018-07-30
98.575,98.67,98.46,98.65,0.125,2018-07-31
98.595,98.76,98.525,98.7,0.10999999999999943,2018-08-01
98.695,98.78,98.575,98.65,0.005000000000009663,2018-08-02
98.65,98.755,98.565,98.7,0.10000000000000853,2018-08-03
98.685,98.745,98.6,98.63,-0.060000000000002274,2018-08-06
98.61,98.725,98.52,98.605,-0.030000000000001137,2018-08-07
98.44,98.52,98.3,98.3,-0.26500000000000057,2018-08-08
98.32,98.34,98.07,98.15,-0.1699999999999875,2018-08-09
98.165,98.22,97.965,98.03,-0.10999999999999943,2018-08-10
98.03,98.09,97.73,97.89,-0.16500000000000625,2018-08-13
97.89,98.065,97.815,98.055,0.18000000000000682,2018-08-14
98.075,98.145,97.86,97.935,-0.09999999999999432,2018-08-15
97.805,98.04,97.65,97.67,-0.23000000000000398,2018-08-16
97.67,97.77,97.36,97.62,-0.06999999999999318,2018-08-17
97.655,97.685,97.47,97.58,0.024999999999991473,2018-08-20
97.555,97.625,97.39,97.55,-0.04999999999999716,2018-08-21
97.58,97.7,97.505,97.62,0.05500000000000682,2018-08-22
97.67,97.73,97.545,97.675,0.10999999999999943,2018-08-23
97.735,97.84,97.59,97.65,0.04000000000000625,2018-08-24
97.605,97.675,97.505,97.61,-0.03499999999999659,2018-08-27
97.58,97.8,97.475,97.785,0.15500000000000114,2018-08-28
97.785,97.815,97.69,97.795,0.03499999999999659,2018-08-29
97.805,97.965,97.79,97.91,0.14499999999999602,2018-08-30
97.89,98.045,97.88,98.005,0.09499999999999886,2018-08-31
97.995,98.01,97.815,97.85,-0.15000000000000568,2018-09-03
97.85,97.89,97.685,97.73,-0.11499999999999488,2018-09-04
97.765,97.805,97.675,97.675,-0.045000000000001705,2018-09-05
97.675,97.775,97.645,97.7,0.0,2018-09-06
97.72,97.735,97.565,97.65,-0.06999999999999318,2018-09-07
97.565,97.64,97.4,97.45,-0.16499999999999204,2018-09-10
97.49,97.49,97.185,97.325,-0.12999999999999545,2018-09-11
97.315,97.465,97.305,97.425,0.11999999999999034,2018-09-12
97.35,97.55,97.33,97.49,0.05999999999998806,2018-09-13
97.49,97.595,97.4,97.57,0.05499999999999261,2018-09-14
97.705,97.735,97.61,97.665,0.10500000000000398,2018-09-17
97.685,97.715,97.54,97.57,-0.07500000000000284,2018-09-18
97.55,97.58,97.41,97.41,-0.17499999999999716,2018-09-19
97.37,97.405,97.22,97.235,-0.2150000000000034,2018-09-20
97.21,97.425,97.18,97.41,0.12999999999999545,2018-09-21
97.42,97.445,97.365,97.425,0.03499999999999659,2018-09-25
97.395,97.615,97.37,97.605,0.1950000000000074,2018-09-26
97.625,97.745,97.565,97.735,0.15500000000000114,2018-09-27
97.785,97.83,97.69,97.76,0.060000000000002274,2018-09-28
97.765,97.795,97.62,97.735,-0.05500000000000682,2018-10-08
97.755,97.905,97.72,97.81,0.06499999999999773,2018-10-09
97.855,97.86,97.74,97.85,0.044999999999987494,2018-10-10
98.0,98.19,97.905,98.06,0.23000000000000398,2018-10-11
98.06,98.13,98.0,98.05,-0.005000000000009663,2018-10-12
98.03,98.105,97.97,98.0,-0.045000000000001705,2018-10-15
97.95,98.075,97.88,98.07,0.05999999999998806,2018-10-16
98.055,98.15,98.005,98.01,-0.01999999999999602,2018-10-17
98.12,98.195,98.085,98.125,0.09999999999999432,2018-10-18
98.15,98.205,98.01,98.08,-0.07000000000000739,2018-10-19
97.96,98.03,97.925,97.975,-0.07500000000000284,2018-10-22
97.91,98.11,97.9,98.085,0.09999999999999432,2018-10-23
98.085,98.175,98.03,98.155,0.06499999999999773,2018-10-24
98.25,98.285,98.135,98.19,0.03999999999999204,2018-10-25
98.19,98.23,98.115,98.2,0.03499999999999659,2018-10-26
98.24,98.41,98.2,98.375,0.1700000000000017,2018-10-29
98.375,98.41,98.26,98.35,-0.015000000000000568,2018-10-30
98.3,98.42,98.24,98.365,0.01999999999999602,2018-10-31
98.385,98.43,98.245,98.39,0.04000000000000625,2018-11-01
98.29,98.315,98.115,98.13,-0.27000000000001023,2018-11-02
98.145,98.235,98.09,98.19,0.045000000000001705,2018-11-05
98.23,98.38,98.135,98.375,0.17499999999999716,2018-11-06
98.33,98.51,98.325,98.465,0.125,2018-11-07
98.45,98.6,98.41,98.57,0.11499999999999488,2018-11-08
98.5,98.6,98.475,98.515,-0.04999999999999716,2018-11-09
